datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
08/06/2011 11:00,2,0,1,1,31.48,34,41,13,134
08/06/2011 12:00,2,0,1,1,33.36,38,42,9,149
08/06/2011 13:00,2,0,1,1,34.3,40,42,0,136
08/06/2011 14:00,2,0,1,1,35.24,42,40,17,155
08/06/2011 15:00,2,0,1,1,35.24,42,40,11,128
08/06/2011 16:00,2,0,1,1,35.24,42,40,15,233
08/06/2011 17:00,2,0,1,1,35.24,40,35,15,506
08/06/2011 18:00,2,0,1,1,34.3,38,37,15,459
08/06/2011 19:00,2,0,1,1,30.54,37,59,9,384
08/06/2011 20:00,2,0,1,1,29.6,36,63,9,280
08/06/2011 21:00,2,0,1,1,29.6,37,66,9,202
08/06/2011 22:00,2,0,1,1,27.72,33,75,11,176
08/06/2011 23:00,2,0,1,1,27.72,33,75,13,116
09/06/2011 00:00,2,0,1,2,26.78,31,79,9,47
09/06/2011 01:00,2,0,1,1,26.78,31,79,7,16
09/06/2011 02:00,2,0,1,2,25.84,31,84,11,6
09/06/2011 03:00,2,0,1,2,25.84,31,84,7,2
09/06/2011 04:00,2,0,1,2,25.84,30,79,6,6
09/06/2011 05:00,2,0,1,2,24.9,28,84,0,20
09/06/2011 06:00,2,0,1,2,25.84,31,84,6,118
09/06/2011 07:00,2,0,1,2,25.84,30,79,9,314
09/06/2011 08:00,2,0,1,2,27.72,32,70,7,432
09/06/2011 09:00,2,0,1,1,31.48,36,49,0,168
09/06/2011 10:00,2,0,1,1,32.42,38,50,19,94
09/06/2011 11:00,2,0,1,1,34.3,40,42,15,118
09/06/2011 12:00,2,0,1,1,35.24,40,35,13,140
09/06/2011 13:00,2,0,1,1,34.3,38,37,6,136
09/06/2011 14:00,2,0,1,1,35.24,42,40,13,118
09/06/2011 15:00,2,0,1,1,36.18,39,31,11,104
09/06/2011 16:00,2,0,1,1,35.24,39,33,9,200
09/06/2011 17:00,2,0,1,1,34.3,38,37,17,409
09/06/2011 18:00,2,0,1,1,33.36,37,39,19,466
09/06/2011 19:00,2,0,1,2,31.48,33,39,22,326
09/06/2011 20:00,2,0,1,2,29.6,32,43,13,254
09/06/2011 21:00,2,0,1,3,27.72,30,52,0,171
09/06/2011 22:00,2,0,1,2,26.78,29,58,11,153
09/06/2011 23:00,2,0,1,2,26.78,30,57,11,97
10/06/2011 00:00,2,0,1,3,24.9,27,65,15,69
10/06/2011 01:00,2,0,1,3,24.9,27,65,15,23
10/06/2011 02:00,2,0,1,1,23.96,26,69,11,13
10/06/2011 03:00,2,0,1,1,23.96,26,69,11,6
10/06/2011 04:00,2,0,1,1,23.02,24,78,11,4
10/06/2011 05:00,2,0,1,1,23.02,24,78,11,28
10/06/2011 06:00,2,0,1,1,23.02,24,78,6,104
10/06/2011 07:00,2,0,1,1,25.84,29,66,7,267
10/06/2011 08:00,2,0,1,1,26.78,29,58,9,452
10/06/2011 09:00,2,0,1,1,27.72,30,55,0,213
10/06/2011 10:00,2,0,1,1,28.66,31,52,0,111
10/06/2011 11:00,2,0,1,1,30.54,34,46,0,153
10/06/2011 12:00,2,0,1,1,31.48,34,44,9,207
10/06/2011 13:00,2,0,1,1,31.48,34,44,7,189
10/06/2011 14:00,2,0,1,1,32.42,35,39,0,165
10/06/2011 15:00,2,0,1,1,31.48,34,44,7,212
10/06/2011 16:00,2,0,1,1,30.54,36,56,20,285
10/06/2011 17:00,2,0,1,1,30.54,35,52,15,517
10/06/2011 18:00,2,0,1,1,29.6,35,59,15,463
10/06/2011 19:00,2,0,1,1,28.66,33,59,13,306
10/06/2011 20:00,2,0,1,1,27.72,31,62,7,250
10/06/2011 21:00,2,0,1,1,27.72,32,66,9,218
10/06/2011 22:00,2,0,1,1,25.84,30,74,17,185
10/06/2011 23:00,2,0,1,1,25.84,30,74,11,146
11/06/2011 00:00,2,0,0,1,24.9,28,79,9,117
11/06/2011 01:00,2,0,0,1,24.9,28,79,6,77
11/06/2011 02:00,2,0,0,1,24.9,28,79,7,60
11/06/2011 03:00,2,0,0,1,23.96,26,83,6,28
11/06/2011 04:00,2,0,0,1,23.96,26,79,6,13
11/06/2011 05:00,2,0,0,1,23.96,26,74,9,16
11/06/2011 06:00,2,0,0,1,24.9,27,61,9,40
11/06/2011 07:00,2,0,0,1,25.84,28,58,13,68
11/06/2011 08:00,2,0,0,1,26.78,29,58,13,143
11/06/2011 09:00,2,0,0,1,26.78,29,62,9,230
11/06/2011 10:00,2,0,0,1,26.78,29,58,11,264
11/06/2011 11:00,2,0,0,1,27.72,31,62,9,325
11/06/2011 12:00,2,0,0,1,29.6,34,55,15,347
11/06/2011 13:00,2,0,0,1,29.6,34,55,13,387
11/06/2011 14:00,2,0,0,1,30.54,35,49,7,380
11/06/2011 15:00,2,0,0,1,30.54,35,49,7,374
11/06/2011 16:00,2,0,0,2,29.6,32,46,13,394
11/06/2011 17:00,2,0,0,2,26.78,29,58,11,337
11/06/2011 18:00,2,0,0,2,25.84,29,62,9,286
11/06/2011 19:00,2,0,0,1,24.9,27,65,13,264
11/06/2011 20:00,2,0,0,1,23.96,26,74,17,275
11/06/2011 21:00,2,0,0,1,23.02,25,74,15,220
11/06/2011 22:00,2,0,0,1,23.02,24,78,15,190
11/06/2011 23:00,2,0,0,1,23.02,25,74,7,131
12/06/2011 00:00,2,0,0,1,23.02,24,78,15,119
12/06/2011 01:00,2,0,0,1,22.08,22,83,7,93
12/06/2011 02:00,2,0,0,1,22.08,22,89,17,66
12/06/2011 03:00,2,0,0,1,22.08,22,89,19,28
12/06/2011 04:00,2,0,0,1,21.14,21,88,11,14
12/06/2011 05:00,2,0,0,1,21.14,21,88,15,10
12/06/2011 06:00,2,0,0,1,21.14,21,88,7,14
12/06/2011 07:00,2,0,0,1,22.08,23,78,7,34
12/06/2011 08:00,2,0,0,1,24.9,28,74,0,92
12/06/2011 09:00,2,0,0,1,25.84,29,66,0,182
12/06/2011 10:00,2,0,0,1,27.72,31,58,6,311
12/06/2011 11:00,2,0,0,1,28.66,32,55,7,367
12/06/2011 12:00,2,0,0,1,30.54,34,46,0,420
12/06/2011 13:00,2,0,0,1,28.66,33,59,19,373
12/06/2011 14:00,2,0,0,1,30.54,36,56,17,315
12/06/2011 15:00,2,0,0,1,29.6,35,59,20,360
12/06/2011 16:00,2,0,0,3,23.96,26,83,19,350
12/06/2011 17:00,2,0,0,3,23.96,26,83,19,252
12/06/2011 18:00,2,0,0,1,24.9,28,74,11,256
12/06/2011 19:00,2,0,0,1,24.9,28,74,7,223
12/06/2011 20:00,2,0,0,1,23.02,24,83,11,206
12/06/2011 21:00,2,0,0,1,23.02,24,83,7,140
12/06/2011 22:00,2,0,0,1,22.08,22,83,9,128
12/06/2011 23:00,2,0,0,1,22.08,23,78,13,107
13/06/2011 00:00,2,0,1,1,22.08,23,78,9,28
13/06/2011 01:00,2,0,1,1,22.08,24,73,15,16
13/06/2011 02:00,2,0,1,1,21.14,23,73,19,10
13/06/2011 03:00,2,0,1,1,20.2,24,60,33,7
13/06/2011 04:00,2,0,1,1,18.32,19,64,20,4
13/06/2011 05:00,2,0,1,1,17.38,18,64,26,29
13/06/2011 06:00,2,0,1,1,17.38,18,64,28,105
13/06/2011 07:00,2,0,1,1,18.32,19,56,24,328
13/06/2011 08:00,2,0,1,1,19.26,20,49,30,476
13/06/2011 09:00,2,0,1,1,21.14,25,46,24,224
13/06/2011 10:00,2,0,1,1,22.08,25,41,22,118
13/06/2011 11:00,2,0,1,1,23.02,25,41,20,159
13/06/2011 12:00,2,0,1,1,23.02,25,41,19,196
13/06/2011 13:00,2,0,1,1,24.9,26,37,0,227
13/06/2011 14:00,2,0,1,1,24.9,26,34,17,200
13/06/2011 15:00,2,0,1,1,24.9,26,37,30,185
13/06/2011 16:00,2,0,1,1,24.9,26,37,28,326
13/06/2011 17:00,2,0,1,1,24.9,26,39,22,601
13/06/2011 18:00,2,0,1,1,24.9,26,37,24,586
13/06/2011 19:00,2,0,1,1,23.02,25,39,19,423
13/06/2011 20:00,2,0,1,1,22.08,25,44,17,331
13/06/2011 21:00,2,0,1,1,22.08,25,41,17,218
13/06/2011 22:00,2,0,1,1,21.14,25,46,15,134
13/06/2011 23:00,2,0,1,1,21.14,25,46,13,89
14/06/2011 00:00,2,0,1,1,20.2,25,49,13,31
14/06/2011 01:00,2,0,1,1,20.2,25,49,17,13
14/06/2011 02:00,2,0,1,1,20.2,25,49,19,10
14/06/2011 03:00,2,0,1,1,19.26,20,53,22,2
14/06/2011 04:00,2,0,1,1,17.38,18,60,17,3
14/06/2011 05:00,2,0,1,1,17.38,18,56,22,26
14/06/2011 06:00,2,0,1,1,17.38,18,56,20,113
14/06/2011 07:00,2,0,1,1,18.32,19,52,28,365
14/06/2011 08:00,2,0,1,1,19.26,20,49,26,486
14/06/2011 09:00,2,0,1,1,21.14,25,46,13,193
14/06/2011 10:00,2,0,1,1,21.14,25,46,15,130
14/06/2011 11:00,2,0,1,1,22.08,25,41,19,143
14/06/2011 12:00,2,0,1,1,22.08,25,41,24,169
14/06/2011 13:00,2,0,1,1,22.08,25,44,15,209
14/06/2011 14:00,2,0,1,2,22.08,25,47,13,159
14/06/2011 15:00,2,0,1,1,22.08,25,47,11,178
14/06/2011 16:00,2,0,1,1,23.96,26,41,13,330
14/06/2011 17:00,2,0,1,3,22.08,25,50,19,569
14/06/2011 18:00,2,0,1,1,21.14,25,51,22,538
14/06/2011 19:00,2,0,1,1,22.08,25,50,24,386
14/06/2011 20:00,2,0,1,1,20.2,25,56,11,297
14/06/2011 21:00,2,0,1,1,20.2,25,56,20,243
14/06/2011 22:00,2,0,1,1,19.26,20,60,15,188
14/06/2011 23:00,2,0,1,1,18.32,19,68,15,110
15/06/2011 00:00,2,0,1,1,18.32,19,64,24,52
15/06/2011 01:00,2,0,1,1,17.38,18,64,19,14
15/06/2011 02:00,2,0,1,1,16.44,17,63,15,9
15/06/2011 03:00,2,0,1,1,15.5,16,68,17,1
15/06/2011 04:00,2,0,1,1,15.5,16,63,19,4
15/06/2011 05:00,2,0,1,1,14.56,15,67,19,21
15/06/2011 06:00,2,0,1,1,15.5,16,63,17,121
15/06/2011 07:00,2,0,1,1,17.38,18,60,9,370
15/06/2011 08:00,2,0,1,1,19.26,20,53,9,498
15/06/2011 09:00,2,0,1,1,20.2,25,49,0,207
15/06/2011 10:00,2,0,1,1,22.08,25,47,11,135
15/06/2011 11:00,2,0,1,1,23.96,26,36,0,164
15/06/2011 12:00,2,0,1,1,24.9,26,34,15,211
15/06/2011 13:00,2,0,1,1,26.78,27,28,19,189
15/06/2011 14:00,2,0,1,1,26.78,27,28,0,178
15/06/2011 15:00,2,0,1,1,27.72,28,27,0,164
15/06/2011 16:00,2,0,1,1,27.72,28,27,9,312
15/06/2011 17:00,2,0,1,1,26.78,27,28,7,638
15/06/2011 18:00,2,0,1,1,25.84,27,32,9,607
15/06/2011 19:00,2,0,1,1,24.9,26,37,19,416
15/06/2011 20:00,2,0,1,1,23.02,25,44,11,330
15/06/2011 21:00,2,0,1,1,22.08,25,47,15,257
15/06/2011 22:00,2,0,1,1,21.14,25,50,7,175
15/06/2011 23:00,2,0,1,1,21.14,25,53,0,107
16/06/2011 00:00,2,0,1,1,20.2,25,56,7,47
16/06/2011 01:00,2,0,1,1,19.26,20,60,0,17
16/06/2011 02:00,2,0,1,1,20.2,25,56,6,5
16/06/2011 03:00,2,0,1,2,18.32,19,73,6,4
16/06/2011 04:00,2,0,1,2,18.32,19,68,7,6
16/06/2011 05:00,2,0,1,1,20.2,24,64,13,25
16/06/2011 06:00,2,0,1,3,19.26,20,73,11,112
16/06/2011 07:00,2,0,1,3,18.32,19,78,11,188
16/06/2011 08:00,2,0,1,2,20.2,23,69,9,388
16/06/2011 09:00,2,0,1,2,21.14,24,65,13,261
16/06/2011 10:00,2,0,1,2,23.02,25,61,17,121
16/06/2011 11:00,2,0,1,2,23.96,26,61,20,150
16/06/2011 12:00,2,0,1,1,25.84,28,54,26,206
16/06/2011 13:00,2,0,1,2,25.84,28,54,17,151
16/06/2011 14:00,2,0,1,2,25.84,28,54,22,153
16/06/2011 15:00,2,0,1,2,24.9,27,61,20,159
16/06/2011 16:00,2,0,1,3,23.02,25,69,13,294
16/06/2011 17:00,2,0,1,2,22.08,23,78,7,272
16/06/2011 18:00,2,0,1,1,22.08,22,83,15,325
16/06/2011 19:00,2,0,1,1,21.14,22,83,19,327
16/06/2011 20:00,2,0,1,1,21.14,22,83,22,201
16/06/2011 21:00,2,0,1,3,21.14,22,83,17,188
16/06/2011 22:00,2,0,1,3,21.14,22,83,17,151
16/06/2011 23:00,2,0,1,3,20.2,21,83,17,16
17/06/2011 00:00,2,0,1,1,18.32,19,88,6,24
17/06/2011 01:00,2,0,1,1,18.32,19,94,9,23
17/06/2011 02:00,2,0,1,1,18.32,19,94,7,13
17/06/2011 03:00,2,0,1,1,18.32,19,94,7,6
17/06/2011 04:00,2,0,1,1,17.38,18,94,9,6
17/06/2011 05:00,2,0,1,1,17.38,18,100,0,13
17/06/2011 06:00,2,0,1,1,18.32,19,94,0,97
17/06/2011 07:00,2,0,1,1,20.2,21,83,0,250
17/06/2011 08:00,2,0,1,2,20.2,21,83,0,454
17/06/2011 09:00,2,0,1,1,24.9,27,58,13,224
17/06/2011 10:00,2,0,1,1,24.9,27,58,13,170
17/06/2011 11:00,2,0,1,1,23.96,26,69,17,181
17/06/2011 12:00,2,0,1,1,24.9,27,65,17,243
17/06/2011 13:00,2,0,1,1,26.78,29,62,19,204
17/06/2011 14:00,2,0,1,1,27.72,30,52,13,215
17/06/2011 15:00,2,0,1,1,28.66,30,43,15,243
17/06/2011 16:00,2,0,1,1,27.72,29,45,11,355
17/06/2011 17:00,2,0,1,3,27.72,29,40,13,552
17/06/2011 18:00,2,0,1,3,27.72,29,40,13,450
17/06/2011 19:00,2,0,1,3,22.08,22,83,17,328
17/06/2011 20:00,2,0,1,1,22.08,23,78,7,232
17/06/2011 21:00,2,0,1,1,22.08,23,78,6,208
17/06/2011 22:00,2,0,1,1,21.14,21,88,9,175
17/06/2011 23:00,2,0,1,1,21.14,22,83,9,178
18/06/2011 00:00,2,0,0,1,21.14,21,88,9,104
18/06/2011 01:00,2,0,0,1,21.14,22,83,7,95
18/06/2011 02:00,2,0,0,1,20.2,20,88,0,53
18/06/2011 03:00,2,0,0,1,20.2,20,88,6,20
18/06/2011 04:00,2,0,0,1,20.2,20,88,6,5
18/06/2011 05:00,2,0,0,1,21.14,22,83,0,7
18/06/2011 06:00,2,0,0,1,21.14,22,83,7,27
18/06/2011 07:00,2,0,0,1,22.08,23,78,9,57
18/06/2011 08:00,2,0,0,1,23.02,24,78,6,131
18/06/2011 09:00,2,0,0,1,24.9,27,61,15,218
18/06/2011 10:00,2,0,0,1,25.84,29,62,13,244
18/06/2011 11:00,2,0,0,1,25.84,29,62,9,404
18/06/2011 12:00,2,0,0,1,26.78,30,66,6,420
18/06/2011 13:00,2,0,0,1,27.72,30,55,0,327
18/06/2011 14:00,2,0,0,2,29.6,32,46,19,334
18/06/2011 15:00,2,0,0,2,30.54,34,46,9,367
18/06/2011 16:00,2,0,0,2,27.72,30,52,15,468
18/06/2011 17:00,2,0,0,2,27.72,29,48,11,449
18/06/2011 18:00,2,0,0,2,26.78,29,55,13,381
18/06/2011 19:00,2,0,0,2,26.78,28,51,7,326
18/06/2011 20:00,2,0,0,2,25.84,28,58,9,188
18/06/2011 21:00,2,0,0,2,25.84,29,66,7,183
18/06/2011 22:00,2,0,0,2,25.84,29,62,9,161
18/06/2011 23:00,2,0,0,2,25.84,29,62,0,150
19/06/2011 00:00,2,0,0,1,24.9,27,65,0,89
19/06/2011 01:00,2,0,0,2,24.9,27,65,6,76
19/06/2011 02:00,2,0,0,1,23.96,26,74,6,72
19/06/2011 03:00,2,0,0,2,23.02,24,78,9,30
19/06/2011 04:00,2,0,0,2,23.02,25,74,9,17
19/06/2011 05:00,2,0,0,2,23.02,24,78,0,19
19/06/2011 06:00,2,0,0,2,23.02,24,78,11,33
19/06/2011 07:00,2,0,0,2,23.02,24,78,11,71
19/06/2011 08:00,2,0,0,3,23.96,26,74,7,84
19/06/2011 09:00,2,0,0,2,23.96,26,74,7,169
19/06/2011 10:00,2,0,0,2,24.9,27,61,7,244
19/06/2011 11:00,2,0,0,2,25.84,28,58,6,377
19/06/2011 12:00,2,0,0,2,26.78,29,55,6,396
19/06/2011 13:00,2,0,0,2,26.78,28,51,0,363
19/06/2011 14:00,2,0,0,3,26.78,29,58,7,317
19/06/2011 15:00,2,0,0,2,26.78,29,55,7,362
19/06/2011 16:00,2,0,0,2,27.72,29,48,0,378
19/06/2011 17:00,2,0,0,1,26.78,28,51,0,397
19/06/2011 18:00,2,0,0,2,26.78,29,58,6,296
19/06/2011 19:00,2,0,0,1,25.84,29,62,9,311
19/06/2011 20:00,2,0,0,1,24.9,27,70,13,232
19/06/2011 21:00,2,0,0,1,23.96,26,79,9,167
19/06/2011 22:00,2,0,0,1,23.02,24,78,15,152
19/06/2011 23:00,2,0,0,1,23.02,24,78,13,92
20/06/2011 00:00,2,0,1,1,23.02,24,83,11,26
20/06/2011 01:00,2,0,1,1,22.08,22,89,6,12
20/06/2011 02:00,2,0,1,1,22.08,22,89,6,2
20/06/2011 03:00,2,0,1,3,22.08,22,89,0,1
20/06/2011 04:00,2,0,1,3,21.14,21,88,11,3
20/06/2011 05:00,2,0,1,3,21.14,22,83,9,3
20/06/2011 06:00,2,0,1,3,20.2,22,78,9,26
20/06/2011 07:00,2,0,1,3,18.32,19,88,13,46
20/06/2011 08:00,2,0,1,3,18.32,19,83,13,221
20/06/2011 09:00,2,0,1,2,20.2,22,78,17,219
20/06/2011 10:00,2,0,1,2,20.2,22,78,17,91
20/06/2011 11:00,2,0,1,2,20.2,22,78,7,94
20/06/2011 12:00,2,0,1,2,21.14,24,69,7,162
20/06/2011 13:00,2,0,1,1,22.08,24,65,7,179
20/06/2011 14:00,2,0,1,1,23.02,25,61,7,175
20/06/2011 15:00,2,0,1,1,23.02,25,61,9,205
20/06/2011 16:00,2,0,1,1,24.9,27,58,11,299
20/06/2011 17:00,2,0,1,1,24.9,27,54,0,565
20/06/2011 18:00,2,0,1,1,24.9,27,61,17,538
20/06/2011 19:00,2,0,1,1,23.02,25,65,15,431
20/06/2011 20:00,2,0,1,1,23.02,25,69,15,316
20/06/2011 21:00,2,0,1,1,22.08,24,73,11,206
20/06/2011 22:00,2,0,1,2,22.08,24,73,15,130
20/06/2011 23:00,2,0,1,1,21.14,23,78,17,60
21/06/2011 00:00,3,0,1,1,21.14,23,78,11,33
21/06/2011 01:00,3,0,1,3,21.14,23,78,11,14
21/06/2011 02:00,3,0,1,3,21.14,22,83,11,6
21/06/2011 03:00,3,0,1,3,21.14,22,83,11,2
21/06/2011 04:00,3,0,1,2,20.2,20,88,7,9
21/06/2011 05:00,3,0,1,2,20.2,20,88,9,25
21/06/2011 06:00,3,0,1,2,20.2,20,88,9,115
21/06/2011 07:00,3,0,1,2,20.2,18,94,0,309
21/06/2011 08:00,3,0,1,2,21.14,21,88,7,401
21/06/2011 09:00,3,0,1,2,21.14,21,88,17,275
21/06/2011 10:00,3,0,1,2,22.08,22,83,13,161
21/06/2011 11:00,3,0,1,1,23.02,24,83,11,171
21/06/2011 12:00,3,0,1,1,24.9,28,74,11,189
21/06/2011 13:00,3,0,1,1,26.78,30,66,11,207
21/06/2011 14:00,3,0,1,1,27.72,31,62,15,152
21/06/2011 15:00,3,0,1,1,28.66,33,59,17,170
21/06/2011 16:00,3,0,1,1,29.6,35,59,15,335
21/06/2011 17:00,3,0,1,1,28.66,34,66,15,572
21/06/2011 18:00,3,0,1,2,27.72,32,70,17,536
21/06/2011 19:00,3,0,1,2,26.78,31,74,15,425
21/06/2011 20:00,3,0,1,3,26.78,30,70,15,326
21/06/2011 21:00,3,0,1,1,25.84,30,74,13,229
21/06/2011 22:00,3,0,1,1,24.9,28,79,7,109
21/06/2011 23:00,3,0,1,1,24.9,28,74,7,64
22/06/2011 00:00,3,0,1,1,23.02,24,78,13,33
22/06/2011 01:00,3,0,1,1,23.02,24,78,9,21
22/06/2011 02:00,3,0,1,1,23.02,24,78,0,7
22/06/2011 03:00,3,0,1,1,23.02,24,78,9,7
22/06/2011 04:00,3,0,1,1,22.08,22,83,0,11
22/06/2011 05:00,3,0,1,1,22.08,22,89,0,23
22/06/2011 06:00,3,0,1,1,23.02,24,83,0,122
22/06/2011 07:00,3,0,1,1,24.9,28,79,0,311
22/06/2011 08:00,3,0,1,1,25.84,30,74,7,423
22/06/2011 09:00,3,0,1,1,25.84,30,79,11,219
22/06/2011 10:00,3,0,1,1,26.78,30,70,17,135
22/06/2011 11:00,3,0,1,1,26.78,30,70,11,145
22/06/2011 12:00,3,0,1,2,29.6,35,59,15,188
22/06/2011 13:00,3,0,1,2,30.54,36,56,17,147
22/06/2011 14:00,3,0,1,2,30.54,35,52,19,145
22/06/2011 15:00,3,0,1,2,30.54,36,56,19,146
22/06/2011 16:00,3,0,1,2,30.54,37,59,22,258
22/06/2011 17:00,3,0,1,2,29.6,34,55,26,529
22/06/2011 18:00,3,0,1,2,29.6,35,59,17,513
22/06/2011 19:00,3,0,1,2,29.6,33,52,17,342
22/06/2011 20:00,3,0,1,1,26.78,31,74,9,282
22/06/2011 21:00,3,0,1,1,26.78,31,79,11,247
22/06/2011 22:00,3,0,1,2,25.84,30,79,13,148
22/06/2011 23:00,3,0,1,2,25.84,30,79,15,105
23/06/2011 00:00,3,0,1,1,25.84,30,79,15,49
23/06/2011 01:00,3,0,1,1,25.84,30,74,15,31
23/06/2011 02:00,3,0,1,1,25.84,30,74,15,4
23/06/2011 03:00,3,0,1,2,25.84,30,74,11,5
23/06/2011 04:00,3,0,1,2,24.9,28,79,9,7
23/06/2011 05:00,3,0,1,1,25.84,30,74,11,24
23/06/2011 06:00,3,0,1,1,25.84,30,74,11,100
23/06/2011 07:00,3,0,1,2,25.84,30,74,9,327
23/06/2011 08:00,3,0,1,2,26.78,30,70,13,432
23/06/2011 09:00,3,0,1,2,26.78,30,70,9,227
23/06/2011 10:00,3,0,1,2,27.72,32,66,9,127
23/06/2011 11:00,3,0,1,3,27.72,32,66,17,136
23/06/2011 12:00,3,0,1,2,27.72,32,66,19,160
23/06/2011 13:00,3,0,1,2,27.72,31,62,19,186
23/06/2011 14:00,3,0,1,2,27.72,32,66,20,149
23/06/2011 15:00,3,0,1,2,27.72,30,52,24,189
23/06/2011 16:00,3,0,1,2,26.78,29,62,20,275
23/06/2011 17:00,3,0,1,2,25.84,29,70,24,569
23/06/2011 18:00,3,0,1,1,25.84,29,70,28,540
23/06/2011 19:00,3,0,1,1,25.84,29,70,24,400
23/06/2011 20:00,3,0,1,1,24.9,28,74,15,352
23/06/2011 21:00,3,0,1,1,24.9,28,74,13,234
23/06/2011 22:00,3,0,1,2,24.9,28,74,15,162
23/06/2011 23:00,3,0,1,1,24.9,28,74,19,105
24/06/2011 00:00,3,0,1,1,23.96,26,79,13,63
24/06/2011 01:00,3,0,1,1,23.02,24,83,22,28
24/06/2011 02:00,3,0,1,1,23.02,24,83,22,14
24/06/2011 03:00,3,0,1,1,23.02,24,83,11,5
24/06/2011 04:00,3,0,1,1,23.02,24,83,6,9
24/06/2011 05:00,3,0,1,1,22.08,22,89,6,20
24/06/2011 06:00,3,0,1,1,23.02,24,83,9,91
24/06/2011 07:00,3,0,1,2,23.02,24,83,15,268
24/06/2011 08:00,3,0,1,1,24.9,28,74,15,466
24/06/2011 09:00,3,0,1,1,26.78,29,62,9,231
24/06/2011 10:00,3,0,1,1,29.6,32,43,19,145
24/06/2011 11:00,3,0,1,1,29.6,31,38,22,203
24/06/2011 12:00,3,0,1,1,29.6,31,41,19,201
24/06/2011 13:00,3,0,1,1,29.6,31,36,15,221
24/06/2011 14:00,3,0,1,1,28.66,30,43,19,229
24/06/2011 15:00,3,0,1,1,30.54,32,34,26,216
24/06/2011 16:00,3,0,1,1,29.6,30,33,28,327
24/06/2011 17:00,3,0,1,1,27.72,28,37,17,557
24/06/2011 18:00,3,0,1,1,27.72,28,37,20,452
24/06/2011 19:00,3,0,1,1,26.78,27,40,15,385
24/06/2011 20:00,3,0,1,1,25.84,27,45,11,288
24/06/2011 21:00,3,0,1,1,24.9,27,48,9,233
24/06/2011 22:00,3,0,1,1,24.9,27,48,0,167
24/06/2011 23:00,3,0,1,1,23.96,26,51,9,172
25/06/2011 00:00,3,0,0,1,23.96,26,47,11,116
25/06/2011 01:00,3,0,0,1,23.02,25,50,11,95
25/06/2011 02:00,3,0,0,2,23.02,25,50,13,59
25/06/2011 03:00,3,0,0,1,22.08,25,57,13,39
25/06/2011 04:00,3,0,0,1,22.08,25,57,13,11
25/06/2011 05:00,3,0,0,1,21.14,24,61,9,14
25/06/2011 06:00,3,0,0,1,22.08,25,57,15,29
25/06/2011 07:00,3,0,0,1,22.08,25,57,19,42
25/06/2011 08:00,3,0,0,1,24.9,27,48,17,112
25/06/2011 09:00,3,0,0,1,25.84,27,45,17,186
25/06/2011 10:00,3,0,0,1,25.84,27,45,13,302
25/06/2011 11:00,3,0,0,1,26.78,28,42,0,331
25/06/2011 12:00,3,0,0,1,26.78,27,40,19,392
25/06/2011 13:00,3,0,0,1,26.78,27,40,19,371
25/06/2011 14:00,3,0,0,1,26.78,28,45,20,383
25/06/2011 15:00,3,0,0,1,26.78,28,45,0,392
25/06/2011 16:00,3,0,0,1,27.72,29,43,20,410
25/06/2011 17:00,3,0,0,1,26.78,28,42,15,399
25/06/2011 18:00,3,0,0,1,25.84,27,45,17,307
25/06/2011 19:00,3,0,0,1,25.84,28,48,19,375
25/06/2011 20:00,3,0,0,1,24.9,27,48,13,269
25/06/2011 21:00,3,0,0,1,23.96,26,51,11,202
25/06/2011 22:00,3,0,0,1,23.96,26,47,13,187
25/06/2011 23:00,3,0,0,2,23.02,25,50,20,179
26/06/2011 00:00,3,0,0,1,22.08,25,53,0,115
26/06/2011 01:00,3,0,0,1,22.08,25,53,7,90
26/06/2011 02:00,3,0,0,1,21.14,25,57,7,87
26/06/2011 03:00,3,0,0,1,20.2,24,64,7,34
26/06/2011 04:00,3,0,0,1,20.2,24,64,6,11
26/06/2011 05:00,3,0,0,1,20.2,24,64,0,12
26/06/2011 06:00,3,0,0,1,20.2,24,64,0,20
26/06/2011 07:00,3,0,0,1,21.14,24,61,0,51
26/06/2011 08:00,3,0,0,1,22.08,25,61,13,107
26/06/2011 09:00,3,0,0,1,23.02,25,54,6,206
26/06/2011 10:00,3,0,0,1,25.84,28,48,7,332
26/06/2011 11:00,3,0,0,1,25.84,27,45,9,346
26/06/2011 12:00,3,0,0,1,26.78,27,40,11,443
26/06/2011 13:00,3,0,0,1,26.78,27,40,0,442
26/06/2011 14:00,3,0,0,1,26.78,27,40,9,443
26/06/2011 15:00,3,0,0,1,26.78,27,40,0,403
26/06/2011 16:00,3,0,0,1,26.78,28,42,13,455
26/06/2011 17:00,3,0,0,2,25.84,27,42,11,421
26/06/2011 18:00,3,0,0,2,25.84,27,45,17,382
26/06/2011 19:00,3,0,0,2,25.84,28,48,9,317
26/06/2011 20:00,3,0,0,2,24.9,27,48,7,213
26/06/2011 21:00,3,0,0,2,24.9,27,54,7,183
26/06/2011 22:00,3,0,0,1,24.9,27,51,0,114
26/06/2011 23:00,3,0,0,1,24.9,27,54,6,78
27/06/2011 00:00,3,0,1,3,22.08,24,73,19,32
27/06/2011 01:00,3,0,1,2,21.14,23,78,9,15
27/06/2011 02:00,3,0,1,3,21.14,23,78,9,6
27/06/2011 03:00,3,0,1,3,21.14,23,78,9,2
27/06/2011 04:00,3,0,1,2,20.2,21,83,11,9
